level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team
10,11,5.0,0.0,12.0,63,19.53,19.584000000000003,0.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '24.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.82'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '24.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 118, 120, 29, 139, 36, 38, 215, 218]",True,25931.0,25.305000000000003,16.728,,,,,,,,,,,0.2,,,,,,,,,,,Atletico,Villarreal,3.0,Cesar Azpilicueta,DC,True,5.132057003691102,0.0,-26.314488140943713,C. Azpilicueta,1.0,Villarreal
11,12,6.0,0.0,14.0,63,25.830000000000002,18.768,0.0,FirstHalf,Aerial,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '8'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[197, 200]",False,434138.0,,,,,,,,,,,,,0.23333333333333334,,,,,,,,,,,Atletico,Villarreal,8.0,Pablo Barrios,MC,True,0.0,0.0,,P. Barrios,1.0,Villarreal
12,13,8.0,0.0,14.0,839,79.17000000000002,49.232000000000006,0.0,FirstHalf,Aerial,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[198, 199]",False,395242.0,,,,,,,,,,,,,0.23333333333333334,,,,,,,,,,,Villarreal,Atletico,16.0,Alex Baena,ML,True,0.0,0.0,,A. Baena,1.0,Villarreal
13,14,228.0,0.0,14.0,63,30.66,15.3,0.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '21.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.12'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '4.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.1'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 118, 120, 29, 139, 36, 38, 215, 218]",True,434138.0,34.755,14.620000000000001,,,,,,,,,,,0.23333333333333334,,,,,,,,,,,Atletico,Villarreal,8.0,Pablo Barrios,MC,True,3.786525360049623,0.0,-9.428285115289134,P. Barrios,1.0,Villarreal
14,15,22.0,0.0,14.0,839,71.4,45.084,0.0,FirstHalf,BallTouch,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 21, 'displayName': 'OtherBodyPart'}}]",[91],True,395242.0,,,,,,,,,,,,,0.23333333333333334,,,,,,,,,,,Villarreal,Atletico,16.0,Alex Baena,ML,True,0.0,0.0,,A. Baena,1.0,Villarreal
15,16,7.0,0.0,15.0,63,28.980000000000004,20.740000000000002,0.0,FirstHalf,BallRecovery,Successful,[],[93],False,302497.0,,,,,,,,,,,,,0.25,,,,,,,,,,,Atletico,Villarreal,9.0,Alexander Sorloth,FW,True,0.0,0.0,,A. Sorloth,1.0,Villarreal
16,17,8.0,0.0,17.0,63,28.980000000000004,20.740000000000002,0.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '10'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '34.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.06'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 118, 120, 29, 35, 37, 215, 218]",True,302497.0,27.405,23.732,,,,,,,,,,,0.2833333333333333,,,,,,,,,,,Atletico,Villarreal,9.0,Alexander Sorloth,FW,True,-1.103633008762273,0.0,117.7624867000864,A. Sorloth,1.0,Villarreal
17,18,10.0,0.0,17.0,839,77.7,43.928,0.0,FirstHalf,BlockedPass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '8'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[91, 60]",True,362735.0,,,,,,,,,,,,,0.2833333333333333,,,,,,,,,,,Villarreal,Atletico,14.0,Santi Comesana,MC,True,0.0,0.0,,S. Comesana,1.0,Villarreal
18,19,41.0,0.0,17.0,839,71.715,42.568000000000005,0.0,FirstHalf,BallTouch,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]",[91],True,28186.0,,,,,,,,,,,,,0.2833333333333333,,,,,,,,,,,Villarreal,Atletico,10.0,Dani Parejo,MC,True,0.0,0.0,,D. Parejo,1.0,Villarreal
19,20,9.0,0.0,19.0,63,33.705000000000005,12.444,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '6.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.04'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 38, 216, 218]",True,302497.0,36.54,4.08,,,,,,,,,,,0.31666666666666665,,,,3.0,1.0,4.0,0.0,0.0105949,0.01126267,0.0006677699999999998,Atletico,Villarreal,9.0,Alexander Sorloth,FW,True,-0.2301673302784195,0.0,-71.2757742670197,A. Sorloth,1.0,Villarreal
20,21,10.0,0.0,21.0,63,36.54,4.08,0.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '17.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.52'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 118, 120, 29, 36, 37, 216, 218]",True,80241.0,36.96000000000001,11.9,,,,,,,,,,,0.35,,,,,,,,,,,Atletico,Villarreal,7.0,Antoine Griezmann,AMC,True,3.1734748433296573,0.0,86.92568685018922,A. Griezmann,1.0,Villarreal
21,22,823.0,0.0,21.0,839,70.665,61.744,0.0,FirstHalf,Interception,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 101, 56]",True,395242.0,,,,,,,,,,,,,0.35,,,,,,,,,,,Villarreal,Atletico,16.0,Alex Baena,ML,True,0.0,0.0,,A. Baena,1.0,Villarreal
22,23,11.0,0.0,22.0,839,45.885000000000005,60.52,0.0,FirstHalf,BallRecovery,Successful,[],[93],False,395242.0,,,,,,,,,,,,,0.36666666666666664,,,,,,,,,,,Villarreal,Atletico,16.0,Alex Baena,ML,True,0.0,0.0,,A. Baena,1.0,Villarreal
23,24,68.0,0.0,23.0,839,61.95,63.580000000000005,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.15'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '93.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '39.4'}]","[91, 117, 30, 35, 38, 216, 218]",True,395242.0,41.37,63.376000000000005,,,,,,,,,,,0.3833333333333333,,,,7.0,7.0,4.0,7.0,0.0174506,0.01126267,-0.0061879299999999995,Villarreal,Atletico,16.0,Alex Baena,ML,True,-17.850779794000616,0.0,-179.43207209827557,A. Baena,1.0,Villarreal
24,25,68.5,0.0,25.0,839,41.37,63.376000000000005,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,243814.0,44.1,49.57200000000001,,,,,,12.0,,,,,0.41666666666666663,,,,4.0,7.0,5.0,5.0,0.01126267,0.01429128,0.0030286099999999993,Villarreal,Atletico,4.0,Eric Bailly,DC,True,0.0,7.224364618244451,-78.81304364438621,E. Bailly,1.0,Villarreal
25,26,12.0,0.0,27.0,839,44.1,49.57200000000001,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.53'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '43.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.4'}]","[91, 117, 30, 35, 38, 216, 218]",True,243814.0,40.32,29.240000000000002,,,,,,,,,,,0.45,,,,5.0,5.0,4.0,3.0,0.01429128,0.01262646,-0.0016648199999999991,Villarreal,Atletico,4.0,Eric Bailly,DC,True,-1.99557055808134,0.0,-100.5318358095344,E. Bailly,1.0,Villarreal
26,27,13.0,0.0,29.0,839,40.32,29.240000000000002,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '41.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '13.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.89'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.4'}]","[91, 117, 30, 36, 38, 216, 218]",True,12575.0,43.89,9.180000000000001,,,,,,,,,,,0.48333333333333334,,,,4.0,3.0,5.0,1.0,0.01262646,0.0138454,0.00121894,Villarreal,Atletico,3.0,Raul Albiol,DC,True,-1.103136060135128,0.0,-79.90894276111109,R. Albiol,1.0,Villarreal
27,28,13.5,0.0,31.0,839,43.89,9.180000000000001,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,75919.0,41.580000000000005,19.652,,,,,,14.0,,,,,0.5166666666666667,,,,5.0,1.0,4.0,2.0,0.0138454,0.01269174,-0.0011536600000000008,Villarreal,Atletico,17.0,Kiko Femenia,DR,True,0.0,0.9352742534165799,102.43956201884653,K. Femenia,1.0,Villarreal
28,29,14.0,0.0,33.0,839,41.580000000000005,19.652,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.80'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '73.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '31.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.0'}]","[91, 117, 30, 35, 37, 215, 218]",True,75919.0,34.65,49.912000000000006,,,,,,,,,,,0.55,,,,4.0,2.0,3.0,5.0,0.01269174,0.01110462,-0.0015871199999999992,Villarreal,Atletico,17.0,Kiko Femenia,DR,True,-7.104293309977493,0.0,102.89916311036427,K. Femenia,1.0,Villarreal
29,30,15.0,0.0,34.0,839,35.28,48.21200000000001,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.64'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '48.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '87.7'}]","[91, 117, 30, 36, 37, 216, 218]",True,243814.0,50.505,59.636,,,,,,,,,,,0.5666666666666667,,,,4.0,5.0,5.0,7.0,0.01269174,0.01248344,-0.0002082999999999998,Villarreal,Atletico,4.0,Eric Bailly,DC,True,10.929944006243566,0.0,36.88254013891179,E. Bailly,1.0,Villarreal
30,31,15.5,0.0,36.0,839,50.505,59.636,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,448209.0,49.665,53.38,,,,,,16.0,,,,,0.6,,,,5.0,7.0,5.0,6.0,0.01248344,0.0138454,0.0013619600000000006,Villarreal,Atletico,23.0,Sergi Cardona,DL,True,0.0,1.5932338991851438,-97.64742841016066,S. Cardona,1.0,Villarreal
31,32,16.0,0.0,38.0,839,49.665,53.38,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '52.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.11'}]","[91, 117, 30, 35, 38, 216, 218]",True,448209.0,37.48500000000001,35.7,,,,,,,,,,,0.6333333333333333,,,,5.0,6.0,4.0,4.0,0.0138454,0.01262646,-0.00121894,Villarreal,Atletico,23.0,Sergi Cardona,DL,True,-8.905804644174026,0.0,-124.56350140913186,S. Cardona,1.0,Villarreal
32,33,17.0,0.0,41.0,839,36.225,33.524,0.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '29.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.07'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '62.2'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '92.4'}]","[91, 120, 128, 36, 38, 217, 218]",True,12575.0,97.02000000000001,20.264000000000003,,,,,,,,,,,0.6833333333333333,,,,,,,,,,,Villarreal,Atletico,3.0,Raul Albiol,DC,True,52.890864380574754,0.0,-12.304090154984504,R. Albiol,1.0,Villarreal
33,34,11.0,0.0,45.0,63,11.76,48.824,0.0,FirstHalf,KeeperPickup,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}]",[93],False,76662.0,,,,,,,,,,,,,0.75,,,,,,,,,,,Atletico,Villarreal,13.0,Jan Oblak,GK,True,0.0,0.0,,J. Oblak,2.0,Atletico
34,35,12.0,0.0,49.0,63,13.334999999999999,42.024,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '31.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.68'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '15.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '11.8'}, {'type': {'value': 123, 'displayName': 'KeeperThrow'}}]","[91, 35, 38, 215, 218]",True,76662.0,12.39,10.472000000000001,,,,,,,,,,,0.8166666666666667,,,,1.0,4.0,1.0,1.0,0.01082722,0.00878589,-0.002041330000000001,Atletico,Villarreal,13.0,Jan Oblak,GK,True,-3.536444762867447,0.0,-91.71552771586167,J. Oblak,2.0,Atletico
35,36,13.0,0.0,52.0,63,12.39,10.472000000000001,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '21.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.62'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.5'}]","[91, 117, 30, 36, 38, 215, 218]",True,25931.0,22.680000000000003,2.3800000000000003,,,,,,,,,,,0.8666666666666667,,,,1.0,1.0,2.0,0.0,0.00878589,0.00844854,-0.00033735000000000015,Atletico,Villarreal,3.0,Cesar Azpilicueta,DC,True,7.368032232504632,0.0,-38.1813177954995,C. Azpilicueta,2.0,Atletico
36,37,14.0,0.0,55.0,63,22.680000000000003,2.3800000000000003,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '14.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.65'}]","[91, 117, 30, 36, 37, 215, 218]",True,254582.0,32.235,9.656,,,,,,,,,,,0.9166666666666666,,,,2.0,0.0,3.0,1.0,0.00844854,0.0105949,0.0021463600000000017,Atletico,Villarreal,14.0,Marcos Llorente,DMR,True,11.45470193938175,0.0,37.28876920021694,M. Llorente,2.0,Atletico
37,38,14.5,0.0,56.5,63,32.235,9.656,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,80241.0,37.065,8.5,,,,,,15.0,,,,,0.9416666666666667,,,,3.0,1.0,4.0,1.0,0.0105949,0.01214719,0.0015522899999999996,Atletico,Villarreal,7.0,Antoine Griezmann,AMC,True,0.0,4.166061345609947,-13.459835361201845,A. Griezmann,2.0,Atletico
38,39,15.0,0.0,58.0,63,37.065,8.5,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '54.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.98'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,80241.0,57.015,2.3120000000000003,,,,,,,,,,,0.9666666666666667,,,,4.0,0.0,6.0,0.0,0.01126267,0.01473596,0.0034732899999999987,Atletico,Villarreal,7.0,Antoine Griezmann,AMC,True,15.059351815784261,0.0,-17.23260633284281,A. Griezmann,2.0,Atletico
39,40,15.5,0.0,59.5,63,57.015,2.3120000000000003,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,254582.0,64.89,1.7000000000000002,,,,,,16.0,,,,,0.9916666666666667,,,,6.0,0.0,7.0,0.0,0.01473596,0.0174506,0.002714640000000001,Atletico,Villarreal,14.0,Marcos Llorente,DMR,True,0.0,6.005258154441833,-4.443768879358848,M. Llorente,2.0,Atletico
