level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team
10,11,7.0,0.0,13.0,52,64.47,12.648000000000001,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.96'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '66.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '29.3'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,20874.0,69.51,19.924000000000003,,,,,,,,,,,0.21666666666666667,,,,7.0,1.0,7.0,2.0,0.01870347,0.01935132,0.0006478500000000019,Real Madrid,Atletico,10.0,Luka Modric,MC,True,7.63086145954945,0.0,55.290107794279955,L. Modric,1.0,Real Madrid
11,12,7.5,0.0,14.0,52,69.51,19.924000000000003,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,379868.0,66.57000000000001,17.748,,,,,,8.0,,,,,0.23333333333333334,,,,8.0,2.0,7.0,2.0,0.0241224,0.01935132,-0.004771079999999997,Real Madrid,Atletico,5.0,Jude Bellingham,ML,True,0.0,-3.545705574332132,-143.49352215357453,J. Bellingham,1.0,Real Madrid
12,13,8.0,0.0,15.0,52,66.57000000000001,17.748,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '10.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.43'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '60.5'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,379868.0,63.525000000000006,7.344000000000001,,,,,,,,,,,0.25,,,,7.0,2.0,7.0,0.0,0.01935132,0.0174506,-0.0019007200000000016,Real Madrid,Atletico,5.0,Jude Bellingham,ML,True,-7.577110857456368,0.0,-106.3134812626806,J. Bellingham,1.0,Real Madrid
13,14,8.5,0.0,16.5,52,63.525000000000006,7.344000000000001,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,20874.0,64.575,15.3,,,,,,9.0,,,,,0.275,,,,7.0,0.0,7.0,1.0,0.0174506,0.01870347,0.0012528699999999997,Real Madrid,Atletico,10.0,Luka Modric,MC,True,0.0,4.761649321761702,82.48178870301014,L. Modric,1.0,Real Madrid
14,15,9.0,0.0,18.0,52,64.575,15.3,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.60'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '13.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '68.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.9'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,20874.0,72.24,9.044,,,,,,,,,,,0.3,,,,7.0,1.0,8.0,1.0,0.01870347,0.02401521,0.005311739999999999,Real Madrid,Atletico,10.0,Luka Modric,MC,True,3.357904850444534,0.0,-39.22054716305933,L. Modric,1.0,Real Madrid
15,16,9.5,0.0,19.0,52,72.24,9.044,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,379868.0,69.72000000000001,4.42,,,,,,10.0,,,,,0.31666666666666665,,,,8.0,1.0,7.0,0.0,0.02401521,0.0174506,-0.0065646099999999985,Real Madrid,Atletico,5.0,Jude Bellingham,ML,True,0.0,-4.856951196547676,-118.58961978587783,J. Bellingham,1.0,Real Madrid
16,17,10.0,0.0,20.0,52,69.72000000000001,4.42,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.01'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '72.4'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,379868.0,76.02000000000001,2.652,,,,,,,,,,,0.3333333333333333,,,,8.0,0.0,8.0,0.0,0.02122129,0.02122129,0.0,Real Madrid,Atletico,5.0,Jude Bellingham,ML,True,3.3485212857277276,0.0,-15.675974454627394,J. Bellingham,1.0,Real Madrid
17,18,11.0,0.0,21.0,52,79.17000000000002,3.808,0.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '52.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.03'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 20, 'displayName': 'RightFoot'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '100.0'}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.0'}]","[91, 137, 124, 126, 36, 37, 217, 218]",True,106883.0,105.0,48.96,,,,,,,,,,,0.35,,,,,,,,,,,Real Madrid,Atletico,2.0,Dani Carvajal,DR,True,24.77343383096909,0.0,60.227521687991356,D. Carvajal,1.0,Real Madrid
18,19,6.0,0.0,50.0,63,5.670000000000001,42.228,0.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.9'}, {'type': {'value': 74, 'displayName': 'MissHigh'}}, {'type': {'value': 124, 'displayName': 'GoalKick'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '43.2'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '73.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.18'}]","[91, 118, 120, 124, 128, 36, 37, 216, 218]",True,135914.0,48.195,50.048,,,,,,,,,,,0.8333333333333334,,,,,,,,,,,Atletico,Real Madrid,2.0,Jose Maria Gimenez,DC,True,40.64184867350409,0.0,10.419813591297613,J. M. Gimenez,1.0,Real Madrid
19,20,13.0,0.0,51.0,52,58.48500000000001,12.444,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.56'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '4.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.0'}]","[91, 119, 117, 30, 139, 36, 38, 216, 218]",True,106883.0,68.985,3.128,,,,,,,,,,,0.85,,,,6.0,1.0,7.0,0.0,0.01611813,0.0174506,0.0013324699999999988,Real Madrid,Atletico,2.0,Dani Carvajal,DR,True,3.831152615243404,0.0,-41.58065970085165,D. Carvajal,1.0,Real Madrid
20,21,14.0,0.0,53.0,52,68.985,3.128,0.0,FirstHalf,BallRecovery,Successful,[],[93],False,344644.0,,,,,,,,,,,,,0.8833333333333333,,,,,,,,,,,Real Madrid,Atletico,8.0,Federico Valverde,MR,True,0.0,0.0,,F. Valverde,1.0,Real Madrid
21,22,15.0,0.0,54.0,52,66.78,6.324000000000001,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '9.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.13'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '54.0'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,344644.0,56.7,6.392,,,,,,,,,,,0.9,,,,7.0,0.0,6.0,0.0,0.0174506,0.01473596,-0.002714640000000001,Real Madrid,Atletico,8.0,Federico Valverde,MR,True,-8.445314559768974,0.0,179.61348671569047,F. Valverde,1.0,Real Madrid
22,23,16.0,0.0,56.0,52,56.07,6.732000000000001,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '44.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.92'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.4'}]","[91, 117, 30, 35, 37, 216, 218]",True,106883.0,47.67,29.988000000000003,,,,,,,,,,,0.9333333333333333,,,,6.0,0.0,5.0,3.0,0.01473596,0.01484598,0.0001100200000000006,Real Madrid,Atletico,2.0,Dani Carvajal,DR,True,-1.455134193480788,0.0,109.85957323066425,D. Carvajal,1.0,Real Madrid
23,24,17.0,1.0,0.0,52,48.195,32.232,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '89.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '56.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '30.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.20'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,353423.0,59.115,60.656000000000006,,,,,,,,,,,1.0,,,,5.0,3.0,6.0,7.0,0.01484598,0.01473596,-0.0001100200000000006,Real Madrid,Atletico,14.0,Aurelien Tchouameni,MC,True,3.7667405991224143,0.0,68.98410431271336,A. Tchouameni,1.0,Real Madrid
24,25,18.0,1.0,3.0,52,58.38,59.024,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.79'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '41.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.7'}]","[91, 117, 30, 35, 38, 216, 218]",True,296337.0,43.050000000000004,47.39600000000001,,,,,,,,,,,1.05,,,,6.0,6.0,4.0,5.0,0.01611813,0.01269174,-0.0034263900000000014,Real Madrid,Atletico,23.0,Ferland Mendy,DL,True,-10.470339193669922,0.0,-142.819220234925,F. Mendy,1.0,Real Madrid
25,26,19.0,1.0,6.0,52,43.47,46.24,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '18.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '34.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '44.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.80'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 127, 36, 38, 216, 218]",True,337879.0,46.515,12.308000000000002,,,,,,,,,,,1.1,,,,5.0,5.0,5.0,1.0,0.01429128,0.0138454,-0.0004458799999999992,Real Madrid,Atletico,3.0,Eder Militao,DC,True,0.3574378484052545,0.0,-84.87210960942377,E. Militao,1.0,Real Madrid
26,27,20.0,1.0,9.0,52,47.98500000000001,10.948000000000002,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.13'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '59.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '18.7'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,20874.0,62.05500000000001,12.716000000000001,,,,,,,,,,,1.15,,,,5.0,1.0,7.0,1.0,0.0138454,0.01870347,0.004858069999999999,Real Madrid,Atletico,10.0,Luka Modric,MC,True,13.568854129898746,0.0,7.162101639398202,L. Modric,1.0,Real Madrid
27,28,21.0,1.0,10.0,52,62.05500000000001,12.716000000000001,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '42.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.37'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '61.9'}, {'type': {'value': 156, 'displayName': 'LayOff'}}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[91, 117, 127, 35, 37, 215, 218]",True,344644.0,31.815,42.092,,,,,,,,,,,1.1666666666666667,,,,7.0,1.0,3.0,4.0,0.01870347,0.01132376,-0.007379709999999999,Real Madrid,Atletico,8.0,Federico Valverde,MR,True,-25.70103716567919,0.0,135.83031548625803,F. Valverde,1.0,Real Madrid
28,29,21.5,1.0,13.0,52,31.815,42.092,1.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,337879.0,34.02,46.444,,,,,,22.0,,,,,1.2166666666666668,,,,3.0,4.0,3.0,5.0,0.01132376,0.01110462,-0.0002191399999999996,Real Madrid,Atletico,3.0,Eder Militao,DC,True,0.0,1.5684367702127275,63.130326593574374,E. Militao,1.0,Real Madrid
29,30,22.0,1.0,16.0,52,34.02,46.444,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '51.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.04'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,337879.0,53.760000000000005,47.19200000000001,,,,,,,,,,,1.2666666666666666,,,,3.0,5.0,6.0,5.0,0.01110462,0.01685596,0.005751339999999999,Real Madrid,Atletico,3.0,Eder Militao,DC,True,19.1516372826691,0.0,2.1700480520007295,E. Militao,1.0,Real Madrid
30,31,22.5,1.0,17.5,52,53.760000000000005,47.19200000000001,1.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,379868.0,49.455000000000005,47.056000000000004,,,,,,23.0,,,,,1.2916666666666665,,,,6.0,5.0,5.0,5.0,0.01685596,0.01429128,-0.0025646799999999997,Real Madrid,Atletico,5.0,Jude Bellingham,ML,True,0.0,-4.147866117186169,-178.19056089540277,J. Bellingham,1.0,Real Madrid
31,32,23.0,1.0,19.0,52,49.455000000000005,47.056000000000004,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '40.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.26'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '48.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 38, 216, 218]",True,379868.0,42.63,32.844,,,,,,,,,,,1.3166666666666667,,,,5.0,5.0,4.0,3.0,0.01429128,0.01262646,-0.0016648199999999991,Real Madrid,Atletico,5.0,Jude Bellingham,ML,True,-5.321916401331329,0.0,-115.65162100748795,J. Bellingham,1.0,Real Madrid
32,33,23.5,1.0,21.0,52,42.63,32.844,1.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,104010.0,45.885000000000005,30.192,,,,,,24.0,,,,,1.35,,,,4.0,3.0,5.0,3.0,0.01262646,0.01484598,0.002219519999999999,Real Madrid,Atletico,22.0,Antonio Rudiger,DC,True,0.0,3.14318940706854,-39.17130703679299,A. Rudiger,1.0,Real Madrid
33,34,24.0,1.0,23.0,52,45.885000000000005,30.192,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.80'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '16.0'}]","[91, 117, 30, 36, 38, 216, 218]",True,104010.0,47.565,10.88,,,,,,,,,,,1.3833333333333333,,,,5.0,3.0,5.0,1.0,0.01484598,0.0138454,-0.0010005799999999992,Real Madrid,Atletico,22.0,Antonio Rudiger,DC,True,-2.6762369333212703,0.0,-85.02821087249433,A. Rudiger,1.0,Real Madrid
34,35,24.5,1.0,24.5,52,47.565,10.88,1.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,20874.0,46.830000000000005,7.548,,,,,,25.0,,,,,1.4083333333333332,,,,5.0,1.0,5.0,0.0,0.0138454,0.01248344,-0.0013619600000000006,Real Madrid,Atletico,10.0,Luka Modric,MC,True,0.0,-1.988174696989141,-102.43956201884643,L. Modric,1.0,Real Madrid
35,36,25.0,1.0,26.0,52,46.830000000000005,7.548,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.91'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '39.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '32.2'}]","[91, 117, 30, 35, 37, 216, 218]",True,20874.0,41.79,21.896000000000004,,,,,,,,,,,1.4333333333333333,,,,5.0,0.0,4.0,2.0,0.01248344,0.01269174,0.0002082999999999998,Real Madrid,Atletico,10.0,Luka Modric,MC,True,-0.4565221708085687,0.0,109.35476709453725,L. Modric,1.0,Real Madrid
36,37,26.0,1.0,29.0,52,42.42,22.304,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.53'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '41.3'}]","[91, 117, 30, 36, 37, 216, 218]",True,104010.0,43.365,47.464,,,,,,,,,,,1.4833333333333334,,,,4.0,2.0,4.0,5.0,0.01269174,0.01269174,0.0,Real Madrid,Atletico,22.0,Antonio Rudiger,DC,True,0.5751409953593623,0.0,87.8490034910577,A. Rudiger,1.0,Real Madrid
37,38,26.5,1.0,32.0,52,43.365,47.464,1.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,337879.0,55.755,54.604,,,,,,27.0,,,,,1.5333333333333334,,,,5.0,5.0,6.0,6.0,0.01429128,0.01611813,0.0018268500000000014,Real Madrid,Atletico,3.0,Eder Militao,DC,True,0.0,9.706853517383934,29.953608167801498,E. Militao,1.0,Real Madrid
38,39,27.0,1.0,35.0,52,55.755,54.604,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.81'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '66.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.9'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,337879.0,69.51,47.53200000000001,,,,,,,,,,,1.5833333333333335,,,,6.0,6.0,7.0,5.0,0.01611813,0.01935132,0.0032331900000000004,Real Madrid,Atletico,3.0,Eder Militao,DC,True,15.399296322588619,0.0,-27.209522817066443,E. Militao,1.0,Real Madrid
39,40,27.5,1.0,36.0,52,69.51,47.53200000000001,1.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,337782.0,62.265,49.164,,,,,,28.0,,,,,1.6,,,,8.0,5.0,7.0,5.0,0.0241224,0.01935132,-0.004771079999999997,Real Madrid,Atletico,7.0,Vinicius Junior,FW,True,0.0,-7.363340454334015,167.30550369133172,V. Junior,1.0,Real Madrid
